pan, gain, left, right
49, 37, 0.362, 0.347
49, 38, 0.362, 0.362
49, 39, 0.377, 0.377
49, 40, 0.377, 0.377
49, 41, 0.389, 0.389
49, 42, 0.398, 0.398
49, 43, 0.408, 0.408
49, 44, 0.418, 0.418
49, 45, 0.425, 0.425
49, 46, 0.439, 0.439
49, 47, 0.444, 0.444
49, 48, 0.456, 0.456
49, 49, 0.461, 0.461
49, 50, 0.471, 0.471
49, 51, 0.478, 0.478
49, 52, 0.49, 0.488
49, 53, 0.495, 0.495
49, 54, 0.498, 0.498
49, 55, 0.511, 0.5
49, 56, 0.516, 0.516
49, 57, 0.527, 0.522
49, 58, 0.533, 0.533
49, 59, 0.549, 0.549
49, 60, 0.56, 0.554
49, 61, 0.565, 0.565
49, 62, 0.571, 0.571
49, 63, 0.582, 0.582
49, 64, 0.592, 0.592
49, 65, 0.603, 0.603
49, 66, 0.614, 0.609
49, 67, 0.62, 0.62
49, 68, 0.636, 0.63
49, 69, 0.641, 0.641
49, 70, 0.652, 0.652
49, 71, 0.663, 0.658
49, 72, 0.668, 0.668
49, 73, 0.685, 0.679
49, 74, 0.69, 0.69
49, 75, 0.701, 0.701
49, 76, 0.712, 0.712
49, 77, 0.723, 0.717
49, 78, 0.728, 0.728
49, 79, 0.739, 0.739
49, 80, 0.75, 0.745
49, 81, 0.761, 0.755
49, 82, 0.766, 0.766
49, 83, 0.777, 0.777
49, 84, 0.788, 0.783
49, 85, 0.799, 0.793
49, 86, 0.81, 0.804
49, 87, 0.815, 0.815
49, 88, 0.826, 0.826
49, 89, 0.837, 0.837
49, 90, 0.848, 0.842
49, 91, 0.853, 0.853
49, 92, 0.864, 0.864
49, 93, 0.875, 0.875
49, 94, 0.886, 0.88
49, 95, 0.897, 0.891
49, 96, 0.902, 0.902
49, 97, 0.913, 0.913
49, 98, 0.924, 0.924
49, 99, 0.935, 0.929
50, 0, 0.0, 0.0
50, 2, 0.0, 0.0
50, 3, 0.0, 0.0
50, 4, 0.0, 0.0
50, 5, 0.0, 0.0
50, 6, 0.0, 0.0
50, 7, 0.0, 0.0
50, 8, 0.0, 0.0
50, 9, 0.0, 0.0
50, 10, 0.0, 0.0
50, 11, 0.0, 0.0
50, 12, 0.0, 0.0
50, 13, 0.0, 0.0
50, 14, 0.0, 0.0
50, 15, 0.0, 0.0
50, 16, 0.0, 0.0
50, 17, 0.0, 0.0
50, 18, 0.202, 0.202
50, 19, 0.202, 0.202
50, 20, 0.202, 0.202
50, 21, 0.202, 0.202
50, 22, 0.202, 0.202
50, 23, 0.202, 0.202
50, 24, 0.202, 0.202
50, 25, 0.202, 0.202
50, 26, 0.265, 0.265
50, 27, 0.265, 0.265
50, 28, 0.265, 0.265
50, 29, 0.265, 0.265
50, 30, 0.301, 0.301
50, 31, 0.301, 0.301
50, 32, 0.301, 0.301
50, 33, 0.326, 0.326
50, 34, 0.326, 0.326
50, 35, 0.326, 0.326
50, 36, 0.347, 0.347
50, 37, 0.347, 0.362
50, 38, 0.362, 0.362
50, 39, 0.377, 0.377
50, 40, 0.377, 0.389
50, 41, 0.389, 0.389
50, 42, 0.398, 0.398
50, 43, 0.408, 0.408
50, 44, 0.418, 0.418
50, 45, 0.425, 0.425
50, 46, 0.439, 0.439
50, 47, 0.444, 0.444
50, 48, 0.452, 0.456
50, 49, 0.461, 0.466
50, 50, 0.471, 0.471
50, 51, 0.478, 0.483
50, 52, 0.488, 0.49
50, 53, 0.495, 0.495
50, 54, 0.498, 0.498
50, 55, 0.5, 0.511
50, 56, 0.516, 0.516
50, 57, 0.522, 0.527
50, 58, 0.533, 0.533
50, 59, 0.538, 0.549
50, 60, 0.554, 0.56
50, 61, 0.565, 0.571
50, 62, 0.571, 0.571
50, 63, 0.582, 0.582
50, 64, 0.592, 0.598
50, 65, 0.603, 0.603
50, 66, 0.609, 0.614
50, 67, 0.62, 0.625
50, 68, 0.63, 0.636
50, 69, 0.641, 0.647
50, 70, 0.652, 0.652
50, 71, 0.658, 0.663
50, 72, 0.668, 0.674
50, 73, 0.679, 0.685
50, 74, 0.69, 0.69
50, 75, 0.701, 0.701
50, 76, 0.707, 0.712
50, 77, 0.717, 0.723
50, 78, 0.728, 0.734
50, 79, 0.739, 0.745
50, 80, 0.745, 0.75
50, 81, 0.755, 0.761
50, 82, 0.766, 0.766
50, 83, 0.772, 0.777
50, 84, 0.783, 0.788
50, 85, 0.793, 0.799
50, 86, 0.804, 0.81
50, 87, 0.815, 0.821
50, 88, 0.826, 0.826
50, 89, 0.832, 0.837
50, 90, 0.842, 0.848
50, 91, 0.853, 0.859
50, 92, 0.864, 0.864
50, 93, 0.87, 0.875
50, 94, 0.88, 0.886
50, 95, 0.891, 0.897
50, 96, 0.902, 0.902
50, 97, 0.913, 0.913
50, 98, 0.918, 0.924
50, 99, 0.929, 0.935
51, 0, 0.0, 0.0
51, 2, 0.0, 0.0
51, 3, 0.0, 0.0
51, 4, 0.0, 0.0
51, 5, 0.0, 0.0
51, 6, 0.0, 0.0
51, 7, 0.0, 0.0
51, 8, 0.0, 0.0
51, 9, 0.0, 0.0
51, 10, 0.0, 0.0
51, 11, 0.0, 0.0
51, 12, 0.0, 0.0
51, 13, 0.0, 0.0
51, 14, 0.0, 0.0
51, 15, 0.0, 0.0
51, 16, 0.0, 0.0
51, 17, 0.0, 0.0
51, 18, 0.202, 0.202
51, 19, 0.202, 0.202
51, 20, 0.202, 0.202
51, 21, 0.202, 0.202
51, 22, 0.202, 0.202
51, 23, 0.202, 0.202
51, 24, 0.202, 0.202
51, 25, 0.202, 0.202
51, 26, 0.265, 0.265
51, 27, 0.265, 0.265
51, 28, 0.265, 0.265
51, 29, 0.265, 0.265
51, 30, 0.301, 0.301
51, 31, 0.301, 0.301
51, 32, 0.301, 0.301
51, 33, 0.326, 0.326
51, 34, 0.326, 0.326
51, 35, 0.326, 0.326
51, 36, 0.347, 0.347
51, 37, 0.347, 0.362
51, 38, 0.362, 0.362
51, 39, 0.377, 0.377
51, 40, 0.377, 0.377
51, 41, 0.389, 0.389
51, 42, 0.398, 0.398
51, 43, 0.408, 0.408
51, 44, 0.418, 0.418
51, 45, 0.425, 0.425
51, 46, 0.439, 0.439
51, 47, 0.444, 0.444
51, 48, 0.456, 0.456
51, 49, 0.461, 0.461
51, 50, 0.471, 0.471
51, 51, 0.478, 0.478
51, 52, 0.488, 0.49
51, 53, 0.495, 0.495
51, 54, 0.498, 0.498
51, 55, 0.5, 0.511
51, 56, 0.516, 0.516
51, 57, 0.522, 0.527
51, 58, 0.533, 0.533
51, 59, 0.549, 0.549
51, 60, 0.554, 0.56
51, 61, 0.565, 0.565
51, 62, 0.571, 0.571
51, 63, 0.582, 0.582
51, 64, 0.592, 0.592
51, 65, 0.603, 0.603
51, 66, 0.609, 0.614
51, 67, 0.62, 0.62
51, 68, 0.63, 0.636
51, 69, 0.641, 0.641
51, 70, 0.652, 0.652
51, 71, 0.658, 0.663
51, 72, 0.668, 0.668
51, 73, 0.679, 0.685
51, 74, 0.69, 0.69
51, 75, 0.701, 0.701
51, 76, 0.712, 0.712
51, 77, 0.717, 0.723
51, 78, 0.728, 0.728
51, 79, 0.739, 0.739
51, 80, 0.745, 0.75
51, 81, 0.755, 0.761
51, 82, 0.766, 0.766
51, 83, 0.777, 0.777
51, 84, 0.783, 0.788
51, 85, 0.793, 0.799
51, 86, 0.804, 0.81
51, 87, 0.815, 0.815
51, 88, 0.826, 0.826
51, 89, 0.837, 0.837
51, 90, 0.842, 0.848
51, 91, 0.853, 0.853
51, 92, 0.864, 0.864
51, 93, 0.875, 0.875
51, 94, 0.88, 0.886
51, 95, 0.891, 0.897
51, 96, 0.902, 0.902
51, 97, 0.913, 0.913
51, 98, 0.924, 0.924
51, 99, 0.929, 0.935
52, 0, 0.0, 0.0
52, 2, 0.0, 0.0
52, 3, 0.0, 0.0
52, 4, 0.0, 0.0
52, 5, 0.0, 0.0
52, 6, 0.0, 0.0
52, 7, 0.0, 0.0
52, 8, 0.0, 0.0
52, 9, 0.0, 0.0
52, 10, 0.0, 0.0
52, 11, 0.0, 0.0
52, 12, 0.0, 0.0
52, 13, 0.0, 0.0
52, 14, 0.0, 0.0
52, 15, 0.0, 0.0
52, 16, 0.0, 0.0
52, 17, 0.0, 0.0
52, 18, 0.0, 0.202
52, 19, 0.202, 0.202
52, 20, 0.202, 0.202
52, 21, 0.202, 0.202
52, 22, 0.202, 0.202
52, 23, 0.202, 0.202
52, 24, 0.202, 0.202
52, 25, 0.202, 0.202
52, 26, 0.265, 0.265
52, 27, 0.265, 0.265
52, 28, 0.265, 0.265
52, 29, 0.265, 0.265
52, 30, 0.301, 0.301
52, 31, 0.301, 0.301
52, 32, 0.301, 0.301
52, 33, 0.326, 0.326
52, 34, 0.326, 0.326
52, 35, 0.326, 0.347
52, 36, 0.347, 0.347
52, 37, 0.347, 0.362
52, 38, 0.362, 0.362
52, 39, 0.377, 0.377
52, 40, 0.377, 0.389
52, 41, 0.389, 0.389
52, 42, 0.398, 0.398
52, 43, 0.408, 0.408
52, 44, 0.418, 0.418
52, 45, 0.425, 0.432
52, 46, 0.432, 0.439
52, 47, 0.444, 0.444
52, 48, 0.452, 0.456
52, 49, 0.461, 0.466
52, 50, 0.471, 0.476
52, 51, 0.478, 0.483
52, 52, 0.488, 0.49
52, 53, 0.49, 0.495
52, 54, 0.498, 0.5
52, 55, 0.5, 0.511
52, 56, 0.511, 0.516
52, 57, 0.522, 0.527
52, 58, 0.527, 0.538
52, 59, 0.538, 0.549
52, 60, 0.554, 0.56
52, 61, 0.56, 0.571
52, 62, 0.571, 0.576
52, 63, 0.576, 0.587
52, 64, 0.587, 0.598
52, 65, 0.603, 0.603
52, 66, 0.609, 0.62
52, 67, 0.62, 0.625
52, 68, 0.63, 0.636
52, 69, 0.636, 0.647
52, 70, 0.647, 0.652
52, 71, 0.658, 0.663
52, 72, 0.668, 0.674
52, 73, 0.679, 0.685
52, 74, 0.685, 0.696
52, 75, 0.696, 0.707
52, 76, 0.707, 0.712
52, 77, 0.717, 0.723
52, 78, 0.723, 0.734
52, 79, 0.734, 0.745
52, 80, 0.745, 0.755
52, 81, 0.755, 0.761
52, 82, 0.761, 0.772
52, 83, 0.772, 0.783
52, 84, 0.783, 0.788
52, 85, 0.793, 0.799
52, 86, 0.804, 0.81
52, 87, 0.815, 0.821
52, 88, 0.821, 0.832
52, 89, 0.832, 0.837
52, 90, 0.842, 0.848
52, 91, 0.853, 0.859
52, 92, 0.859, 0.87
52, 93, 0.87, 0.875
52, 94, 0.88, 0.886
52, 95, 0.891, 0.897
52, 96, 0.897, 0.908
52, 97, 0.908, 0.918
52, 98, 0.918, 0.924
52, 99, 0.929, 0.935
53, 0, 0.0, 0.0
53, 2, 0.0, 0.0
53, 3, 0.0, 0.0
53, 4, 0.0, 0.0
53, 5, 0.0, 0.0
53, 6, 0.0, 0.0
53, 7, 0.0, 0.0
53, 8, 0.0, 0.0
53, 9, 0.0, 0.0
53, 10, 0.0, 0.0
53, 11, 0.0, 0.0
53, 12, 0.0, 0.0
53, 13, 0.0, 0.0
53, 14, 0.0, 0.0
53, 15, 0.0, 0.0
53, 16, 0.0, 0.0
53, 17, 0.0, 0.0
53, 18, 0.0, 0.202
53, 19, 0.202, 0.202
53, 20, 0.202, 0.202
53, 21, 0.202, 0.202
53, 22, 0.202, 0.202
53, 23, 0.202, 0.202
53, 24, 0.202, 0.202
53, 25, 0.202, 0.202
53, 26, 0.265, 0.265
53, 27, 0.265, 0.265
53, 28, 0.265, 0.265
53, 29, 0.265, 0.265
53, 30, 0.265, 0.301
53, 31, 0.301, 0.301
53, 32, 0.301, 0.301
53, 33, 0.301, 0.326
53, 34, 0.326, 0.326
53, 35, 0.326, 0.347
53, 36, 0.347, 0.347
53, 37, 0.347, 0.362
53, 38, 0.362, 0.362
53, 39, 0.377, 0.377
53, 40, 0.377, 0.389
53, 41, 0.389, 0.398
53, 42, 0.398, 0.398
53, 43, 0.408, 0.408
53, 44, 0.418, 0.425
53, 45, 0.425, 0.432
53, 46, 0.432, 0.439
53, 47, 0.444, 0.452
53, 48, 0.452, 0.456
53, 49, 0.461, 0.466
53, 50, 0.471, 0.476
53, 51, 0.478, 0.483
53, 52, 0.488, 0.49
53, 53, 0.49, 0.498
53, 54, 0.495, 0.5
53, 55, 0.5, 0.511
53, 56, 0.511, 0.522
53, 57, 0.516, 0.533
53, 58, 0.527, 0.538
53, 59, 0.533, 0.554
53, 60, 0.549, 0.565
53, 61, 0.56, 0.571
53, 62, 0.571, 0.576
53, 63, 0.576, 0.587
53, 64, 0.587, 0.603
53, 65, 0.598, 0.609
53, 66, 0.603, 0.62
53, 67, 0.614, 0.63
53, 68, 0.625, 0.636
53, 69, 0.636, 0.647
53, 70, 0.647, 0.658
53, 71, 0.652, 0.668
53, 72, 0.663, 0.679
53, 73, 0.674, 0.69
53, 74, 0.685, 0.696
53, 75, 0.696, 0.707
53, 76, 0.701, 0.717
53, 77, 0.712, 0.728
53, 78, 0.723, 0.734
53, 79, 0.734, 0.745
53, 80, 0.739, 0.755
53, 81, 0.75, 0.766
53, 82, 0.761, 0.772
53, 83, 0.772, 0.783
53, 84, 0.777, 0.793
53, 85, 0.788, 0.804
53, 86, 0.799, 0.815
53, 87, 0.81, 0.821
53, 88, 0.821, 0.832
53, 89, 0.826, 0.842
53, 90, 0.837, 0.853
53, 91, 0.848, 0.859
53, 92, 0.859, 0.87
53, 93, 0.87, 0.88
53, 94, 0.875, 0.891
53, 95, 0.886, 0.902
53, 96, 0.897, 0.908
53, 97, 0.908, 0.918
53, 98, 0.913, 0.929
53, 99, 0.924, 0.94
54, 0, 0.0, 0.0
54, 2, 0.0, 0.0
54, 3, 0.0, 0.0
54, 4, 0.0, 0.0
54, 5, 0.0, 0.0
54, 6, 0.0, 0.0
54, 7, 0.0, 0.0
54, 8, 0.0, 0.0
54, 9, 0.0, 0.0
54, 10, 0.0, 0.0
54, 11, 0.0, 0.0
54, 12, 0.0, 0.0
54, 13, 0.0, 0.0
54, 14, 0.0, 0.0
54, 15, 0.0, 0.0
54, 16, 0.0, 0.0
54, 17, 0.0, 0.0
54, 18, 0.0, 0.202
54, 19, 0.202, 0.202
54, 20, 0.202, 0.202
54, 21, 0.202, 0.202
54, 22, 0.202, 0.202
54, 23, 0.202, 0.202
54, 24, 0.202, 0.202
54, 25, 0.202, 0.265
54, 26, 0.265, 0.265
54, 27, 0.265, 0.265
54, 28, 0.265, 0.265
54, 29, 0.265, 0.265
54, 30, 0.265, 0.301
54, 31, 0.301, 0.301
54, 32, 0.301, 0.301
54, 33, 0.301, 0.326
54, 34, 0.326, 0.326
54, 35, 0.326, 0.347
54, 36, 0.347, 0.347
54, 37, 0.347, 0.362
54, 38, 0.362, 0.362
54, 39, 0.362, 0.377
54, 40, 0.377, 0.389
54, 41, 0.389, 0.398
54, 42, 0.398, 0.408
54, 43, 0.408, 0.418
54, 44, 0.418, 0.425
54, 45, 0.425, 0.432
54, 46, 0.432, 0.439
54, 47, 0.439, 0.452
54, 48, 0.452, 0.456
54, 49, 0.456, 0.466
54, 50, 0.466, 0.476
54, 51, 0.476, 0.483
54, 52, 0.483, 0.495
54, 53, 0.49, 0.498
54, 54, 0.495, 0.5
54, 55, 0.498, 0.516
54, 56, 0.511, 0.522
54, 57, 0.516, 0.533
54, 58, 0.522, 0.549
54, 59, 0.533, 0.554
54, 60, 0.549, 0.565
54, 61, 0.554, 0.571
54, 62, 0.565, 0.582
54, 63, 0.571, 0.592
54, 64, 0.582, 0.603
54, 65, 0.592, 0.609
54, 66, 0.603, 0.62
54, 67, 0.614, 0.63
54, 68, 0.62, 0.641
54, 69, 0.636, 0.652
54, 70, 0.641, 0.663
54, 71, 0.652, 0.668
54, 72, 0.663, 0.679
54, 73, 0.668, 0.69
54, 74, 0.679, 0.701
54, 75, 0.69, 0.712
54, 76, 0.701, 0.717
54, 77, 0.712, 0.728
54, 78, 0.717, 0.739
54, 79, 0.728, 0.75
54, 80, 0.739, 0.755
54, 81, 0.75, 0.766
54, 82, 0.755, 0.777
54, 83, 0.766, 0.788
54, 84, 0.777, 0.793
54, 85, 0.788, 0.804
54, 86, 0.793, 0.815
54, 87, 0.804, 0.826
54, 88, 0.815, 0.837
54, 89, 0.826, 0.842
54, 90, 0.837, 0.853
54, 91, 0.842, 0.864
54, 92, 0.853, 0.875
54, 93, 0.864, 0.88
54, 94, 0.875, 0.891
54, 95, 0.88, 0.902
54, 96, 0.891, 0.913
54, 97, 0.902, 0.924
54, 98, 0.913, 0.929
54, 99, 0.924, 0.94
55, 0, 0.0, 0.0
55, 2, 0.0, 0.0
55, 3, 0.0, 0.0
55, 4, 0.0, 0.0
55, 5, 0.0, 0.0
55, 6, 0.0, 0.0
55, 7, 0.0, 0.0
55, 8, 0.0, 0.0
55, 9, 0.0, 0.0
55, 10, 0.0, 0.0
55, 11, 0.0, 0.0
55, 12, 0.0, 0.0
55, 13, 0.0, 0.0
55, 14, 0.0, 0.0
55, 15, 0.0, 0.0
55, 16, 0.0, 0.0
55, 17, 0.0, 0.202
55, 18, 0.0, 0.202
55, 19, 0.202, 0.202
55, 20, 0.202, 0.202
55, 21, 0.202, 0.202
55, 22, 0.202, 0.202
55, 23, 0.202, 0.202
55, 24, 0.202, 0.202
55, 25, 0.202, 0.265
55, 26, 0.202, 0.265
55, 27, 0.265, 0.265
55, 28, 0.265, 0.265
55, 29, 0.265, 0.265
55, 30, 0.265, 0.301
55, 31, 0.301, 0.301
55, 32, 0.301, 0.301
55, 33, 0.301, 0.326
55, 34, 0.326, 0.326
55, 35, 0.326, 0.347
55, 36, 0.347, 0.347
55, 37, 0.347, 0.362
55, 38, 0.362, 0.362
55, 39, 0.362, 0.377
55, 40, 0.377, 0.389
55, 41, 0.389, 0.398
55, 42, 0.398, 0.408
55, 43, 0.398, 0.418
55, 44, 0.408, 0.425
55, 45, 0.425, 0.432
55, 46, 0.432, 0.439
55, 47, 0.439, 0.452
55, 48, 0.452, 0.461
55, 49, 0.456, 0.466
55, 50, 0.466, 0.476
55, 51, 0.476, 0.488
55, 52, 0.483, 0.495
55, 53, 0.488, 0.498
55, 54, 0.49, 0.511
55, 55, 0.498, 0.516
55, 56, 0.5, 0.527
55, 57, 0.511, 0.533
55, 58, 0.522, 0.549
55, 59, 0.527, 0.56
55, 60, 0.538, 0.571
55, 61, 0.554, 0.576
55, 62, 0.565, 0.587
55, 63, 0.571, 0.598
55, 64, 0.576, 0.603
55, 65, 0.587, 0.614
55, 66, 0.603, 0.625
55, 67, 0.609, 0.636
55, 68, 0.62, 0.647
55, 69, 0.63, 0.652
55, 70, 0.636, 0.663
55, 71, 0.647, 0.674
55, 72, 0.658, 0.685
55, 73, 0.668, 0.69
55, 74, 0.679, 0.701
55, 75, 0.685, 0.712
55, 76, 0.696, 0.723
55, 77, 0.707, 0.734
55, 78, 0.717, 0.739
55, 79, 0.723, 0.75
55, 80, 0.734, 0.761
55, 81, 0.745, 0.766
55, 82, 0.755, 0.777
55, 83, 0.766, 0.788
55, 84, 0.772, 0.799
55, 85, 0.783, 0.81
55, 86, 0.793, 0.815
55, 87, 0.804, 0.826
55, 88, 0.815, 0.837
55, 89, 0.821, 0.848
55, 90, 0.832, 0.859
55, 91, 0.842, 0.864
55, 92, 0.853, 0.875
55, 93, 0.859, 0.886
55, 94, 0.87, 0.897
55, 95, 0.88, 0.902
55, 96, 0.891, 0.913
55, 97, 0.897, 0.924
55, 98, 0.908, 0.935
55, 99, 0.918, 0.946
56, 0, 0.0, 0.0
56, 2, 0.0, 0.0
56, 3, 0.0, 0.0
56, 4, 0.0, 0.0
56, 5, 0.0, 0.0
56, 6, 0.0, 0.0
56, 7, 0.0, 0.0
56, 8, 0.0, 0.0
56, 9, 0.0, 0.0
56, 10, 0.0, 0.0
56, 11, 0.0, 0.0
56, 12, 0.0, 0.0
56, 13, 0.0, 0.0
56, 14, 0.0, 0.0
56, 15, 0.0, 0.0
56, 16, 0.0, 0.0
56, 17, 0.0, 0.202
56, 18, 0.0, 0.202
56, 19, 0.202, 0.202
56, 20, 0.202, 0.202
56, 21, 0.202, 0.202
56, 22, 0.202, 0.202
56, 23, 0.202, 0.202
56, 24, 0.202, 0.202
56, 25, 0.202, 0.265
56, 26, 0.202, 0.265
56, 27, 0.265, 0.265
56, 28, 0.265, 0.265
56, 29, 0.265, 0.301
56, 30, 0.265, 0.301
56, 31, 0.301, 0.301
56, 32, 0.301, 0.301
56, 33, 0.301, 0.326
56, 34, 0.326, 0.326
56, 35, 0.326, 0.347
56, 36, 0.347, 0.347
56, 37, 0.347, 0.362
56, 38, 0.362, 0.377
56, 39, 0.362, 0.377
56, 40, 0.377, 0.389
56, 41, 0.389, 0.398
56, 42, 0.389, 0.408
56, 43, 0.398, 0.418
56, 44, 0.408, 0.425
56, 45, 0.418, 0.432
56, 46, 0.432, 0.444
56, 47, 0.439, 0.452
56, 48, 0.444, 0.461
56, 49, 0.456, 0.471
56, 50, 0.466, 0.478
56, 51, 0.471, 0.488
56, 52, 0.483, 0.495
56, 53, 0.488, 0.5
56, 54, 0.49, 0.511
56, 55, 0.495, 0.522
56, 56, 0.498, 0.527
56, 57, 0.511, 0.538
56, 58, 0.516, 0.549
56, 59, 0.527, 0.56
56, 60, 0.533, 0.571
56, 61, 0.549, 0.576
56, 62, 0.56, 0.587
56, 63, 0.571, 0.598
56, 64, 0.576, 0.603
56, 65, 0.587, 0.62
56, 66, 0.598, 0.625
56, 67, 0.603, 0.636
56, 68, 0.614, 0.647
56, 69, 0.625, 0.658
56, 70, 0.636, 0.668
56, 71, 0.647, 0.679
56, 72, 0.652, 0.685
56, 73, 0.663, 0.696
56, 74, 0.674, 0.707
56, 75, 0.685, 0.717
56, 76, 0.696, 0.723
56, 77, 0.701, 0.734
56, 78, 0.712, 0.745
56, 79, 0.723, 0.755
56, 80, 0.734, 0.761
56, 81, 0.739, 0.772
56, 82, 0.75, 0.783
56, 83, 0.761, 0.793
56, 84, 0.772, 0.799
56, 85, 0.777, 0.81
56, 86, 0.788, 0.821
56, 87, 0.799, 0.832
56, 88, 0.81, 0.837
56, 89, 0.821, 0.848
56, 90, 0.826, 0.859
56, 91, 0.837, 0.87
56, 92, 0.848, 0.88
56, 93, 0.859, 0.886
56, 94, 0.87, 0.897
56, 95, 0.875, 0.908
56, 96, 0.886, 0.918
56, 97, 0.897, 0.929
56, 98, 0.908, 0.935
56, 99, 0.913, 0.946
57, 0, 0.0, 0.0
57, 2, 0.0, 0.0
57, 3, 0.0, 0.0
57, 4, 0.0, 0.0
57, 5, 0.0, 0.0
57, 6, 0.0, 0.0
57, 7, 0.0, 0.0
57, 8, 0.0, 0.0
57, 9, 0.0, 0.0
57, 10, 0.0, 0.0
57, 11, 0.0, 0.0
57, 12, 0.0, 0.0
57, 13, 0.0, 0.0
57, 14, 0.0, 0.0
57, 15, 0.0, 0.0
57, 16, 0.0, 0.0
57, 17, 0.0, 0.202
57, 18, 0.0, 0.202
57, 19, 0.202, 0.202
57, 20, 0.202, 0.202
57, 21, 0.202, 0.202
57, 22, 0.202, 0.202
57, 23, 0.202, 0.202
57, 24, 0.202, 0.202
57, 25, 0.202, 0.265
57, 26, 0.202, 0.265
57, 27, 0.265, 0.265
57, 28, 0.265, 0.265
57, 29, 0.265, 0.301
57, 30, 0.265, 0.301
57, 31, 0.301, 0.301
57, 32, 0.301, 0.326
57, 33, 0.301, 0.326
57, 34, 0.326, 0.326
57, 35, 0.326, 0.347
57, 36, 0.326, 0.347
57, 37, 0.347, 0.362
57, 38, 0.347, 0.377
57, 39, 0.362, 0.377
57, 40, 0.377, 0.389
57, 41, 0.377, 0.398
57, 42, 0.389, 0.408
57, 43, 0.398, 0.418
57, 44, 0.408, 0.425
57, 45, 0.418, 0.432
57, 46, 0.425, 0.444
57, 47, 0.439, 0.452
57, 48, 0.444, 0.461
57, 49, 0.456, 0.471
57, 50, 0.461, 0.478
57, 51, 0.471, 0.488
57, 52, 0.478, 0.498
57, 53, 0.483, 0.5
57, 54, 0.49, 0.516
57, 55, 0.495, 0.522
57, 56, 0.498, 0.533
57, 57, 0.5, 0.538
57, 58, 0.516, 0.554
57, 59, 0.522, 0.565
57, 60, 0.533, 0.571
57, 61, 0.549, 0.576
57, 62, 0.554, 0.592
57, 63, 0.565, 0.603
57, 64, 0.571, 0.609
57, 65, 0.582, 0.62
57, 66, 0.592, 0.63
57, 67, 0.603, 0.636
57, 68, 0.609, 0.647
57, 69, 0.62, 0.658
57, 70, 0.63, 0.668
57, 71, 0.641, 0.679
57, 72, 0.652, 0.69
57, 73, 0.663, 0.696
57, 74, 0.668, 0.707
57, 75, 0.679, 0.717
57, 76, 0.69, 0.728
57, 77, 0.701, 0.734
57, 78, 0.712, 0.745
57, 79, 0.717, 0.755
57, 80, 0.728, 0.766
57, 81, 0.739, 0.772
57, 82, 0.745, 0.783
57, 83, 0.755, 0.793
57, 84, 0.766, 0.804
57, 85, 0.777, 0.815
57, 86, 0.788, 0.821
57, 87, 0.793, 0.832
57, 88, 0.804, 0.842
57, 89, 0.815, 0.853
57, 90, 0.826, 0.859
57, 91, 0.837, 0.87
57, 92, 0.842, 0.88
57, 93, 0.853, 0.891
57, 94, 0.864, 0.902
57, 95, 0.875, 0.913
57, 96, 0.88, 0.918
57, 97, 0.891, 0.929
57, 98, 0.902, 0.94
57, 99, 0.913, 0.946
58, 0, 0.0, 0.0
58, 2, 0.0, 0.0
58, 3, 0.0, 0.0
58, 4, 0.0, 0.0
58, 5, 0.0, 0.0
58, 6, 0.0, 0.0
58, 7, 0.0, 0.0
58, 8, 0.0, 0.0
58, 9, 0.0, 0.0
58, 10, 0.0, 0.0
58, 11, 0.0, 0.0
58, 12, 0.0, 0.0
58, 13, 0.0, 0.0
58, 14, 0.0, 0.0
58, 15, 0.0, 0.0
58, 16, 0.0, 0.0
58, 17, 0.0, 0.202
58, 18, 0.0, 0.202
58, 19, 0.202, 0.202
58, 20, 0.202, 0.202
58, 21, 0.202, 0.202
58, 22, 0.202, 0.202
58, 23, 0.202, 0.202
58, 24, 0.202, 0.202
58, 25, 0.202, 0.265
58, 26, 0.202, 0.265
58, 27, 0.265, 0.265
58, 28, 0.265, 0.265
58, 29, 0.265, 0.301
58, 30, 0.265, 0.301
58, 31, 0.301, 0.301
58, 32, 0.301, 0.326
58, 33, 0.301, 0.326
58, 34, 0.326, 0.326
58, 35, 0.326, 0.347
58, 36, 0.326, 0.347
58, 37, 0.347, 0.362
58, 38, 0.347, 0.377
58, 39, 0.362, 0.377
58, 40, 0.377, 0.389
58, 41, 0.377, 0.398
58, 42, 0.389, 0.408
58, 43, 0.398, 0.418
58, 44, 0.408, 0.425
58, 45, 0.418, 0.439
58, 46, 0.425, 0.444
58, 47, 0.432, 0.456
58, 48, 0.444, 0.461
58, 49, 0.452, 0.471
58, 50, 0.461, 0.478
58, 51, 0.471, 0.49
58, 52, 0.478, 0.498
58, 53, 0.483, 0.5
58, 54, 0.488, 0.516
58, 55, 0.49, 0.522
58, 56, 0.498, 0.533
58, 57, 0.5, 0.549
58, 58, 0.511, 0.554
58, 59, 0.522, 0.565
58, 60, 0.527, 0.571
58, 61, 0.538, 0.582
58, 62, 0.554, 0.592
58, 63, 0.56, 0.603
58, 64, 0.571, 0.614
58, 65, 0.576, 0.62
58, 66, 0.587, 0.63
58, 67, 0.598, 0.641
58, 68, 0.609, 0.652
58, 69, 0.62, 0.663
58, 70, 0.625, 0.668
58, 71, 0.636, 0.679
58, 72, 0.647, 0.69
58, 73, 0.658, 0.701
58, 74, 0.668, 0.712
58, 75, 0.679, 0.717
58, 76, 0.685, 0.728
58, 77, 0.696, 0.739
